# ==============================================================================
# --- est / hse diff ---
# ==============================================================================
# --- 屋苑與公屋類別 (含有 邨/苑/山莊) ------------------------
九龍站柯士甸道西1號君臨天下18座7樓782室 | 九龍站柯士甸道西1號君臨天下 | 18座7樓782室
7/F, Block G, Provident Estate, 21-53 Wharf Road, Eastern District, North Point | 7/F, Block G, Provident Estate | 21-53 Wharf Road, Eastern District, North Point
16/F, Block A, Repulse Bay Estate, 109 Repulse Bay Road, Southern District, Repulse Bay | 16/F, Block A, Repulse Bay Estate | 109 Repulse Bay Road, Southern District, Repulse Bay
8/F, Block D, Island South Estate, 2 Heung Yip Road, Southern DISTRICT, Wong Chuk Hang | 8/F, Block D, Island South Estate | 2 Heung Yip Road, Southern DISTRICT, Wong Chuk Hang
6/F, Block H, Mira Estate, 118 Nathan Road, Yau Tsim Mong District, Tsim Sha Tsui | 6/F, Block H, Mira Estate | 118 Nathan Road, Yau Tsim Mong District, Tsim Sha Tsui
15/F, Block B, Langham Place Estate, 8 Argyle Street, Yau Tsim Mong District, Mong Kok | 15/F, Block B, Langham Place Estate | 8 Argyle Street, Yau Tsim Mong District, Mong Kok
14/F, Block E, The One Estate, 100 Nathan Road, Yau Tsim Mong District, Tsim Sha Tsui | 14/F, Block E, The One Estate | 100 Nathan Road, Yau Tsim Mong District, Tsim Sha Tsui
5/F, Block A, Festival Estate, 80 Tat Chee Avenue, Kowloon City District, Kowloon Tong | 5/F, Block A, Festival Estate | 80 Tat Chee Avenue, Kowloon City District, Kowloon Tong
9/F, Block E, Whampoa Estate, 10 Shung King Street, Kowloon City District, Hung Hom | 9/F, Block E, Whampoa Estate | 10 Shung King Street, Kowloon City District, Hung Hom
# --- 屋苑與公共房屋類別 ----------------------
#----------Estate/est----------
Flat 12B, Wah Lok House, Wah Fu Estate, 15 Wah Fu Road, Pok Fu Lam, HK | Flat 12B, Wah Lok House | Wah Fu Estate, 15 Wah Fu Road, Pok Fu Lam, HK
Room 205, Oi Min House, Oi Man Estate, Ho Man Tin, Kowloon | Room 205, Oi Min House | Oi Man Estate, Ho Man Tin, Kowloon
Room 3201, Mei Shing House, Shek Kip Mei est, Sham Shui Po, kln | Room 3201, Mei Shing House | Shek Kip Mei est, Sham Shui Po, kln
Flat 14, 25/F, Kai Pak House, Kai Tin est, Lam Tin, Kowloon | Flat 14, 25/F, Kai Pak House | Kai Tin est, Lam Tin, Kowloon
Room 205, Oi Min House, Oi Man Estate, Ho Man Tin, Kowloon | Room 205, Oi Min House | Oi Man Estate, Ho Man Tin, Kowloon
Room 3201, Mei Shing House, Shek Kip Mei est, Sham Shui Po, kln | Room 3201, Mei Shing House | Shek Kip Mei est, Sham Shui Po, kln
Flat 12, 15/F, Wah Lai House, Wah Fu Estate, Aberdeen, HK | Flat 12, 15/F, Wah Lai House | Wah Fu Estate, Aberdeen, HK
Unit 901, Block A, Choi Hung Estate, Wong Tai Sin, Kowloon | Unit 901, Block A | Choi Hung Estate, Wong Tai Sin, Kowloon
Unit 506, Hing Shing House, Tai Hing Estate, Tuen Mun, NT | Unit 506, Hing Shing House | Tai Hing Estate, Tuen Mun, NT
Flat 8, 21/F, King Tsui House, King Lam est, Tseung Kwan O, NT | Flat 8, 21/F, King Tsui House | King Lam est, Tseung Kwan O, NT
Room 1102, Nam Tai House, Nam Shan Estate, Sham Shui Po, Kln | Room 1102, Nam Tai House | Nam Shan Estate, Sham Shui Po, Kln
Flat C, 30/F, On Pak House, Cheung On Estate, Tsing Yi, NT | Flat C, 30/F, On Pak House | Cheung On Estate, Tsing Yi, NT
Unit 1414, Butterfly House, Butterfly Estate, Tuen Mun, New Territories | Unit 1414, Butterfly House | Butterfly Estate, Tuen Mun, New Territories
Room 7B, Hau Wo House, Wo Che Estate, Sha Tin, NT | Room 7B, Hau Wo House | Wo Che Estate, Sha Tin, NT
Flat D, 25/F, Lok Wah House, Lok Fu Estate, Lok Fu, Kowloon | Flat D, 25/F, Lok Wah House | Lok Fu Estate, Lok Fu, Kowloon
Room 1001, Lei Yue House, Ap Lei Chau Estate, Ap Lei Chau, HK | Room 1001, Lei Yue House | Ap Lei Chau Estate, Ap Lei Chau, HK
Unit 2205, Shun Yee House, Lee On est, Ma On Shan, NT | Unit 2205, Shun Yee House | Lee On est, Ma On Shan, NT
Flat 16, 33/F, Ping Shing House, Ping Shek Estate, Kwun Tong, Kln | Flat 16, 33/F, Ping Shing House | Ping Shek Estate, Kwun Tong, Kln
Room 408, Fu Keung House, Tai Wo Hau Estate, Tsuen Wan, NT | Room 408, Fu Keung House | Tai Wo Hau Estate, Tsuen Wan, NT
Unit 1801, Mei Yue House, Shek Kip Mei Estate, Sham Shui Po, Kowloon | Unit 1801, Mei Yue House | Shek Kip Mei Estate, Sham Shui Po, Kowloon
Flat A, 19/F, Sau Mau House, Sau Mau Ping Estate, Kwun Tong, Kln | Flat A, 19/F, Sau Mau House | Sau Mau Ping Estate, Kwun Tong, Kln
Room 303, Block 5, Model Estate, North Point, Hong Kong | Room 303, Block 5 | Model Estate, North Point, Hong Kong
Unit 12, G/F, Yiu On House, Yiu On est, Ma On Shan, NT | Unit 12, G/F, Yiu On House | Yiu On est, Ma On Shan, NT
Flat 2808, Ching Tai House, Tsz Ching Estate, Tsz Wan Shan, Kowloon | Flat 2808, Ching Tai House | Tsz Ching Estate, Tsz Wan Shan, Kowloon
Room 18, 10/F, Fung Chak House, Choi Wan (I) Estate, Choi Hung, Kowloon | Room 18, 10/F, Fung Chak House | Choi Wan (I) Estate, Choi Hung, Kowloon
Room 921, Fai Lam House, Tsui Lam Estate, Tseung Kwan O, NT | Room 921, Fai Lam House | Tsui Lam Estate, Tseung Kwan O, NT
Flat 2, 11/F, Block 4, Po Tin Estate, Tuen Mun, New Territories | Flat 2, 11/F, Block 4 | Po Tin Estate, Tuen Mun, New Territories
Unit A, 11/F, Block 1, Clague Garden Estate, Tsuen Wan, NT | Unit A, 11/F, Block 1 | Clague Garden Estate, Tsuen Wan, NT
#----------Court-----------
Flat 6, 22/F, Shing Choi House, Tin Shing Court, Tin Shui Wai, n.t. | Flat 6, 22/F, Shing Choi House | Tin Shing Court, Tin Shui Wai, n.t.
Room 1410, Block B, Hong Wah Court, Lam Tin, kln | Room 1410, Block B | Hong Wah Court, Lam Tin, kln
Flat C, 30/F, Block 3, Sui Wo Court, Shatin, N.T. | Flat C, 30/F, Block 3 | Sui Wo Court, Shatin, N.T.
Room 1102, Block C, house 3, Grandway Court, Tai Po, nt | Room 1102, Block C, house 3 | Grandway Court, Tai Po, nt
Flat D, 5/F, King Shing Court, Fanling, N.T. | Flat D, 5/F | King Shing Court, Fanling, N.T.
Flat 6, 22/F, Shing Choi House, Tin Shing Court, Tin Shui Wai, n.t. | Flat 6, 22/F, Shing Choi House | Tin Shing Court, Tin Shui Wai, n.t.
Room 1410, Block B, Hong Wah Court, Lam Tin, kln | Room 1410, Block B | Hong Wah Court, Lam Tin, kln
Unit 501, Kam Hay House, Kam Fung Court, Ma On Shan, NT | Unit 501, Kam Hay House | Kam Fung Court, Ma On Shan, NT
Flat A, 18/F, King Yeung House, King Ming Court, Tseung Kwan O, NT | Flat A, 18/F, King Yeung House | King Ming Court, Tseung Kwan O, NT
Room 1104, Siu Tai House, Siu On Court, Tuen Mun, N.T. | Room 1104, Siu Tai House | Siu On Court, Tuen Mun, N.T.
Flat D, 9/F, Tin Fai House, Lung Tin Court, Tai O, Lantau Island | Flat D, 9/F, Tin Fai House | Lung Tin Court, Tai O, Lantau Island
Unit 305, Ka Wing House, Ka Keng Court, Tai Wai, Sha Tin | Unit 305, Ka Wing House | Ka Keng Court, Tai Wai, Sha Tin
Room 2501, Ngan Tao House, Tung Tao Court, Shau Kei Wan, HK | Room 2501, Ngan Tao House | Tung Tao Court, Shau Kei Wan, HK
Flat B, 12/F, Block 3, Yee Ching Court, Lai Chi Kok, Kowloon | Flat B, 12/F, Block 3 | Yee Ching Court, Lai Chi Kok, Kowloon
Unit 7, 31/F, Cheung Fai building, Cheung Tat Court, Cheung Sha Wan, Kln | Unit 7, 31/F, Cheung Fai building | Cheung Tat Court, Cheung Sha Wan, Kln
Room 808, Block F, Tin Ma Court, Wong Tai Sin, Kowloon | Room 808, Block F | Tin Ma Court, Wong Tai Sin, Kowloon
Flat 15, 20/F, Ngan Lai House, Fung Lai Court, Diamond Hill, Kln | Flat 15, 20/F, Ngan Lai House | Fung Lai Court, Diamond Hill, Kln
Unit C, 16/F, Block A, Ching Tai Court, Tsing Yi, New Territories | Unit C, 16/F, Block A | Ching Tai Court, Tsing Yi, New Territories
Room 2903, Block H, Kwai Chun Court, Kwai Chung, New Territories | Room 2903, Block H | Kwai Chun Court, Kwai Chung, New Territories
Flat 3, 4/F, Tin Hor House, Tin Ping Court, Sheung Shui, New Territories | Flat 3, 4/F, Tin Hor House | Tin Ping Court, Sheung Shui, New Territories
Unit 11, 17/F, Choi Ying House, Choi Po Court, Sheung Shui, n.t. | Unit 11, 17/F, Choi Ying House | Choi Po Court, Sheung Shui, n.t.
Room E, 35/F, Block 5, Yu Chui Court, Sha Tin, New Territories | Room E, 35/F, Block 5 | Yu Chui Court, Sha Tin, New Territories
Flat 2, 28/F, Po Yan House, Po Lai Court, Sham Shui Po, Kowloon | Flat 2, 28/F, Po Yan House | Po Lai Court, Sham Shui Po, Kowloon
Unit G, 8/F, Fung Wo House, Sui Wo Court, Fo Tan, NT | Unit G, 8/F, Fung Wo House | Sui Wo Court, Fo Tan, NT
Room 2109, Yan Lung House, Yan Tin Court, Tuen Mun, N.T. | Room 2109, Yan Lung House | Yan Tin Court, Tuen Mun, N.T.
Flat C, 10/F, Block 9, Tsing Yung Court, Phase 11, Whampoa Garden, Hung Hom | Flat C, 10/F, Block 9, Phase 11 | Tsing Yung Court, Whampoa Garden, Hung Hom
#----------Garden----------
Flat A, 15/F, Tower 1, Richland Gardens, Kowloon Bay, Kowloon | Flat A, 15/F, Tower 1 | Richland Gardens, Kowloon Bay, Kowloon
Room 5, 3/F, Block G, Hong Yue House, Allway Gardens, Tsuen Wan, n.t. | Room 5, 3/F, Block G, Hong Yue House | Allway Gardens, Tsuen Wan, n.t.
Flat ADD, 15/F, Tower 1, Richland Gardens, Kowloon Bay, Kowloon | Flat ADD, 15/F, Tower 1 | Richland Gardens, Kowloon Bay, Kowloon
Room 5, 3/F, Block G, Hong Yue House, Allway Gardens, Tsuen Wan, n.t. | Room 5, 3/F, Block G, Hong Yue House | Allway Gardens, Tsuen Wan, n.t.
Unit DRF, 28/F, Block 10, City Garden, North Point, HK | Unit DRF, 28/F, Block 10 | City Garden, North Point, HK
Flat G, 8/F, Block 4, Belvedere Garden, Tsuen Wan, NT | Flat G, 8/F, Block 4 | Belvedere Garden, Tsuen Wan, NT
Room 1201, Tower 6, Telford Gardens, Kowloon Bay, Kln | Room 1201, Tower 6 | Telford Gardens, Kowloon Bay, Kln
Unit 7B, Tower 5, Phase 2, Whampoa Garden, Hung Hom, Kowloon | Unit 7B, Tower 5, Phase 2 | Whampoa Garden, Hung Hom, Kowloon
Flat E, 30/F, Block 8, Belair Gardens, Sha Tin, NT | Flat E, 30/F, Block 8 | Belair Gardens, Sha Tin, NT
Room 1904, Tower 3, Riviera Gardens, Tsuen Wan, New Territories | Room 1904, Tower 3 | Riviera Gardens, Tsuen Wan, New Territories
Unit H, 5/F, Block D, Handsome Court Garden, Tuen Mun, N.T. | Unit H, 5/F, Block D | Handsome Court Garden, Tuen Mun, N.T.
Room C, 9/F, Block 12, Amoy Gardens, Kowloon Bay, Kowloon | Room C, 9/F, Block 12 | Amoy Gardens, Kowloon Bay, Kowloon
Flat 2, 26/F, Block B, Sceneway Garden, Lam Tin, Kln | Flat 2, 26/F, Block B | Sceneway Garden, Lam Tin, Kln
Room 10, 14/F, Tower A, Hong Kong Garden, Tsing Lung Tau, NT | Room 10, 14/F, Tower A | Hong Kong Garden, Tsing Lung Tau, NT
Flat E, 22/F, Block 5, Sceneway Garden, Lam Tin, kln | Flat E, 22/F, Block 5 | Sceneway Garden, Lam Tin, kln
Flat 2, 14/F, Block T, Telford Gardens, Kowloon Bay, Kowloon | Flat 2, 14/F, Block T | Telford Gardens, Kowloon Bay, Kowloon
#----------other------
House 12, Palm Springs, 8 Yau Pok Road, Yuen Long, nt | House 12, Palm Springs | 8 Yau Pok Road, Yuen Long, nt
Flat D, 25/F, Tower 3A, The Harbourside, 1 Austin Road West, Tsim Sha Tsui, Kowloon | Flat D, 25/F, Tower 3A, The Harbourside | 1 Austin Road West, Tsim Sha Tsui, Kowloon
Unit 5, 3/F, Tower 2, El Futuro, 18 Lai Ping Road, Kau To Shan, NT | Unit 5, 3/F, Tower 2, El Futuro | 18 Lai Ping Road, Kau To Shan, NT
Room C, 55/F, Tower 6, Sorrento, 1 Austin Road West, Kowloon Station, Kowloon | Room C, 55/F, Tower 6, Sorrento | 1 Austin Road West, Kowloon Station, Kowloon
Flat A, 68/F, Tower 1, The Cullinan, 1 Austin Road West, TST, Kowloon | Flat A, 68/F, Tower 1, The Cullinan | 1 Austin Road West, TST, Kowloon
Unit B, 38/F, Block 5, Bel-Air, 18 Cyberport Road, Pok Fu Lam, HK | Unit B, 38/F, Block 5, Bel-Air | 18 Cyberport Road, Pok Fu Lam, HK
Room H, 50/F, Tower 2A, Malibu, 1 Lohas Park Road, Tseung Kwan O, NT | Room H, 50/F, Tower 2A, Malibu | 1 Lohas Park Road, Tseung Kwan O, NT
Flat 12A, The Westminster Terrace, 83 Fuk Tsun Street, Tai Kok Tsui, Kln | Flat 12A, The Westminster Terrace | 83 Fuk Tsun Street, Tai Kok Tsui, Kln
Unit G, 21/F, Block 3, Savannah, 3 Chi Shin Street, Tseung Kwan O, NT | Unit G, 21/F, Block 3, Savannah | 3 Chi Shin Street, Tseung Kwan O, NT
Room E, 19/F, Tower 5, The Palazzo, 28 Lok King Street, Fo Tan, New Territories | Room E, 19/F, Tower 5, The Palazzo | 28 Lok King Street, Fo Tan, New Territories
House 5, The Bloomsway, 18 Tuen Tsz Wai Road, Tuen Mun, NT | House 5, The Bloomsway | 18 Tuen Tsz Wai Road, Tuen Mun, NT
Room F, 33/F, Tower 1, Montara, 8 Lohas Park Road, Tseung Kwan O, NT | Room F, 33/F, Tower 1, Montara | 8 Lohas Park Road, Tseung Kwan O, NT
Flat C, 18/F, Tower 21, Laguna Verde, 8 Laguna Verde Avenue, Hung Hom, Kln | Flat C, 18/F, Tower 21, Laguna Verde | 8 Laguna Verde Avenue, Hung Hom, Kln
Unit 9H, Tower 1, Vision City, 1 Yeung Uk Road, Tsuen Wan, NT | Unit 9H, Tower 1, Vision City | 1 Yeung Uk Road, Tsuen Wan, NT
Room A, 60/F, The Arch, 1 Austin Road West, Kowloon Station, Kowloon | Room A, 60/F, The Arch | 1 Austin Road West, Kowloon Station, Kowloon
Flat D, 22/F, Tower 3, Providence Bay, 8 Fo Chun Road, Tai Po, NT | Flat D, 22/F, Tower 3 | Providence Bay, 8 Fo Chun Road, Tai Po, NT
Flat E, 15/F, Tower 1, Double Cove, Ma On Shan, n.t. | Flat E, 15/F, Tower 1 | Double Cove, Ma On Shan, n.t.
Flat H, 33/F, Tower 6, Phase 2, Metro City, Tseung Kwan O, NT | Flat H, 33/F, Tower 6, Phase 2 | Metro City, Tseung Kwan O, NT
Flat F, 40/F, Tower 1, The Pacifica, Cheung Sha Wan, kln | Flat F, 40/F, Tower 1 | The Pacifica, Cheung Sha Wan, kln
Flat D, 25/F, Tower 2, Park Avenue, 18 Hoi Ting Road, Tai Kok Tsui, Kowloon | Flat D, 25/F, Tower 2, Park Avenue | 18 Hoi Ting Road, Tai Kok Tsui, Kowloon
Flat 3B, Block G, Sunshine City vils, Ma On Shan, N.T. | Flat 3B, Block G | Sunshine City vils, Ma On Shan, N.T.
Room 1502, Tower 2, Central Park, Tai Kok Tsui, kln | Room 1502, Tower 2 | Central Park, Tai Kok Tsui, kln
# -----------Chuen-----------
Flat B, 5/F, Stage 3, Block 32, Mei Foo Sun Chuen, Lai Chi Kok, kln | Flat B, 5/F, Stage 3, Block 32 | Mei Foo Sun Chuen, Lai Chi Kok, kln
Flat C, 11/F, Block A, Luk Yeung Sun Chuen, Tsuen Wan, nt | Flat C, 11/F, Block A | Luk Yeung Sun Chuen, Tsuen Wan, nt
Flat B, 5/F, Stage 3, Block 32, Mei Foo Sun Chuen, Lai Chi Kok, kln | Flat B, 5/F, Stage 3, Block 32 | Mei Foo Sun Chuen, Lai Chi Kok, kln
Flat C, 11/F, Block A, Luk Yeung Sun Chuen, Tsuen Wan, nt | Flat C, 11/F, Block A | Luk Yeung Sun Chuen, Tsuen Wan, nt
Flat 8, 15/F, Block 48, Heng Fa Chuen, Chai Wan, Hong Kong | Flat 8, 15/F, Block 48 | Heng Fa Chuen, Chai Wan, Hong Kong
Room G, 20/F, Stage 8, Block 12, Mei Foo Sun Chuen, Lai Chi Kok, Kln | Room G, 20/F, Stage 8, Block 12 | Mei Foo Sun Chuen, Lai Chi Kok, Kln
Unit A, 7/F, Orchid House, Ma Tau Wai Chuen, To Kwa Wan, Kowloon | Unit A, 7/F, Orchid House | Ma Tau Wai Chuen, To Kwa Wan, Kowloon
Flat H, 25/F, Block F, Luk Yeung Sun Chuen, Tsuen Wan, N.T. | Flat H, 25/F, Block F | Luk Yeung Sun Chuen, Tsuen Wan, N.T.
Unit 5, 4/F, Block 1, Tai Hang Sai Chuen, Shek Kip Mei, Kln | Unit 5, 4/F, Block 1 | Tai Hang Sai Chuen, Shek Kip Mei, Kln
Flat 3, 9/F, Block 22, Heng Fa Chuen, Chai Wan, HK | Flat 3, 9/F, Block 22 | Heng Fa Chuen, Chai Wan, HK
Room D, 8/F, Stage 1, Block 5, Mei Foo Sun Chuen, Lai Chi Kok, Kowloon | Room D, 8/F, Stage 1, Block 5 | Mei Foo Sun Chuen, Lai Chi Kok, Kowloon
Unit 6, 12/F, Block 10, Cho Yiu Chuen, Lai King, NT | Unit 6, 12/F, Block 10 | Cho Yiu Chuen, Lai King, NT
Flat 1, 19/F, Block M, Luk Yeung Sun Chuen, Tsuen Wan, nt | Flat 1, 19/F, Block M | Luk Yeung Sun Chuen, Tsuen Wan, nt
Room E, 16/F, Block 8, Kwai Shing Tung Chuen, Kwai Chung, NT | Room E, 16/F, Block 8 | Kwai Shing Tung Chuen, Kwai Chung, NT
Flat C, 6/F, Block 5, Shek Wai Kok Chuen, Tsuen Wan, New Territories | Flat C, 6/F, Block 5 | Shek Wai Kok Chuen, Tsuen Wan, New Territories
Unit B, 21/F, Block 1, Lei Muk Shue Chuen, Tsuen Wan, New Territories | Unit B, 21/F, Block 1 | Lei Muk Shue Chuen, Tsuen Wan, New Territories
Flat 7, 2/F, Block 30, Heng Fa Chuen, Chai Wan, Hong Kong | Flat 7, 2/F, Block 30 | Heng Fa Chuen, Chai Wan, Hong Kong
# --- 私人屋苑與屋宅項目 (Mansion/House/Complex) ---
Flat F, 22/F, Begonia Mansion, Taikoo Shing, Quarry Bay, hk | Flat F, 22/F, Begonia Mansion | Taikoo Shing, Quarry Bay, hk
Unit B, 15/F, Cheong King Mansion, 1-3 Miu Temple Street, Yau Ma Tei, Kln | Unit B, 15/F, Cheong King Mansion | 1-3 Miu Temple Street, Yau Ma Tei, Kln
Room 9, 7/F, Mirador Mansion, 54-64 Nathan Road, Tsim Sha Tsui, Kowloon | Room 9, 7/F, Mirador Mansion | 54-64 Nathan Road, Tsim Sha Tsui, Kowloon
Flat 12, 10/F, Wah On Mansion, 12-14 Kau U Fong, Central, Hong Kong | Flat 12, 10/F, Wah On Mansion | 12-14 Kau U Fong, Central, Hong Kong
House 12, Hong Lok Yuen, Tai Po, New Territories | House 12, Hong Lok Yuen | Tai Po, New Territories
Unit D, 20/F, Tung Fat Building, Kam Ping Mansion, North Point, HK | Unit D, 20/F, Tung Fat Building | Kam Ping Mansion, North Point, HK
Flat C, 5/F, Chungking Mansions, 36-44 Nathan Road, Tsim Sha Tsui, Kln | Flat C, 5/F, Chungking Mansions | 36-44 Nathan Road, Tsim Sha Tsui, Kln
Room 2101, Enterprise Square Five, MegaBox Shopping Complex, Kowloon Bay | Room 2101, Enterprise Square Five | MegaBox Shopping Complex, Kowloon Bay
House 3B, The Giverny, 33 Tso Wo Road, Pak Shek Kok, Tai Po, NT | House 3B, The Giverny | 33 Tso Wo Road, Pak Shek Kok, Tai Po, NT
Flat G, 18/F, Caroline Mansion, 10-12 Yun Ping Road, Causeway Bay, HK | Flat G, 18/F, Caroline Mansion | 10-12 Yun Ping Road, Causeway Bay, HK
Unit 8, 11/F, New Lucky House, 15 Jordan Road, Jordan, Kowloon | Unit 8, 11/F, New Lucky House | 15 Jordan Road, Jordan, Kowloon
Flat A, 25/F, Willow Mansion, Taikoo Shing, Quarry Bay, HK | Flat A, 25/F, Willow Mansion | Taikoo Shing, Quarry Bay, HK
Room 1405, Two IFC, 8 Finance Street, Central | Room 1405, Two IFC | 8 Finance Street, Central
Flat E, 31/F, Kam Shek Mansion, Taikoo Shing, Quarry Bay, hk | Flat E, 31/F, Kam Shek Mansion | Taikoo Shing, Quarry Bay, hk
House 15, Fairview Park, Yuen Long, New Territories | House 15, Fairview Park | Yuen Long, New Territories
Room C, 8/F, Melody Mansion, 18-24 Canal Road West, Wan Chai, HK | Room C, 8/F, Melody Mansion | 18-24 Canal Road West, Wan Chai, HK
Unit F, 12/F, Yan On Building, Kwun Tong Industrial Complex, Kwun Tong | Unit F, 12/F, Yan On Building | Kwun Tong Industrial Complex, Kwun Tong
House 9, Palm Springs, 99 Mai Po Lung Road, Yuen Long, New Territories | House 9, Palm Springs | 99 Mai Po Lung Road, Yuen Long, New Territories
Flat A, 19/F, Hyde Mansion, 17-21 Whitfield Road, Tin Hau, Hong Kong | Flat A, 19/F, Hyde Mansion | 17-21 Whitfield Road, Tin Hau, Hong Kong
Room 10, 6/F, Holiday Mansion, 19-21 Humphreys Avenue, Tsim Sha Tsui | Room 10, 6/F, Holiday Mansion | 19-21 Humphreys Avenue, Tsim Sha Tsui
